"Source","Traget","Year"
436516,177017,2010
436516,177018,2010
436516,483242,2010
436516,85365,2010
436516,31048,2010
436516,436515,2010
436516,483243,2010
436516,417354,2010
436516,483244,2010
436516,177010,2010
177016,177023,2010
177016,151162,2010
177016,177017,2010
177016,177018,2010
177016,483242,2010
177016,85365,2010
177016,31048,2010
177016,436515,2010
177016,483243,2010
177016,417354,2010
177016,483244,2010
177016,177010,2010
177023,151162,2010
177023,177017,2010
177023,177018,2010
177023,483242,2010
177023,85365,2010
177023,31048,2010
177023,436515,2010
177023,483243,2010
177023,417354,2010
177023,483244,2010
177023,177010,2010
151162,177017,2010
151162,177018,2010
151162,483242,2010
151162,85365,2010
151162,31048,2010
151162,436515,2010
151162,483243,2010
151162,417354,2010
151162,483244,2010
151162,177010,2010
177017,177018,2010
177017,483242,2010
177017,85365,2010
177017,31048,2010
177017,436515,2010
177017,483243,2010
177017,417354,2010
177017,483244,2010
177017,177010,2010
177018,483242,2010
177018,85365,2010
177018,31048,2010
177018,436515,2010
177018,483243,2010
177018,417354,2010
177018,483244,2010
177018,177010,2010
483242,85365,2010
483242,31048,2010
483242,436515,2010
483242,483243,2010
483242,417354,2010
483242,483244,2010
483242,177010,2010
85365,31048,2010
85365,436515,2010
85365,483243,2010
85365,417354,2010
85365,483244,2010
85365,177010,2010
31048,436515,2010
31048,483243,2010
31048,417354,2010
31048,483244,2010
31048,177010,2010
436515,483243,2010
436515,417354,2010
436515,483244,2010
436515,177010,2010
483243,417354,2010
483243,483244,2010
483243,177010,2010
417354,483244,2010
417354,177010,2010
483244,177010,2010
230849,623533,1993
607137,607138,1984
58969,212770,1999
58969,58988,1999
58969,110924,1999
212770,58988,1999
212770,110924,1999
58988,110924,1999
321120,281696,2008
321120,321182,2008
321120,321120,2008
321120,281696,2008
321120,321182,2008
321120,321135,2008
321120,281681,2008
321120,281696,2008
321120,388888,2008
321120,321183,2008
321120,388888,2008
321120,321183,2008
321120,388885,2008
321120,388886,2008
321120,321131,2008
321120,411230,2008
321120,411231,2008
321120,321183,2008
321120,321131,2008
321120,411235,2008
321120,411231,2008
321120,321183,2008
321120,366151,2008
281696,321182,2008
281696,321120,2008
281696,281696,2008
281696,321182,2008
281696,321135,2008
281696,281681,2008
281696,281696,2008
281696,388888,2008
281696,321183,2008
281696,388888,2008
281696,321183,2008
281696,388885,2008
281696,388886,2008
281696,321131,2008
281696,411230,2008
281696,411231,2008
281696,321183,2008
281696,321131,2008
281696,411235,2008
281696,411231,2008
281696,321183,2008
281696,366151,2008
321182,321120,2008
321182,281696,2008
321182,321182,2008
321182,321135,2008
321182,281681,2008
321182,281696,2008
321182,388888,2008
321182,321183,2008
321182,388888,2008
321182,321183,2008
321182,388885,2008
321182,388886,2008
321182,321131,2008
321182,411230,2008
321182,411231,2008
321182,321183,2008
321182,321131,2008
321182,411235,2008
321182,411231,2008
321182,321183,2008
321182,366151,2008
321120,281696,2008
321120,321182,2008
321120,321135,2008
321120,281681,2008
321120,281696,2008
321120,388888,2008
321120,321183,2008
321120,388888,2008
321120,321183,2008
321120,388885,2008
321120,388886,2008
321120,321131,2008
321120,411230,2008
321120,411231,2008
321120,321183,2008
321120,321131,2008
321120,411235,2008
321120,411231,2008
321120,321183,2008
321120,366151,2008
281696,321182,2008
281696,321135,2008
281696,281681,2008
281696,281696,2008
281696,388888,2008
281696,321183,2008
281696,388888,2008
281696,321183,2008
281696,388885,2008
281696,388886,2008
281696,321131,2008
281696,411230,2008
281696,411231,2008
281696,321183,2008
281696,321131,2008
281696,411235,2008
281696,411231,2008
281696,321183,2008
281696,366151,2008
321182,321135,2008
321182,281681,2008
321182,281696,2008
321182,388888,2008
321182,321183,2008
321182,388888,2008
321182,321183,2008
321182,388885,2008
321182,388886,2008
321182,321131,2008
321182,411230,2008
321182,411231,2008
321182,321183,2008
321182,321131,2008
321182,411235,2008
321182,411231,2008
321182,321183,2008
321182,366151,2008
321135,281681,2008
321135,281696,2008
321135,388888,2008
321135,321183,2008
321135,388888,2008
321135,321183,2008
321135,388885,2008
321135,388886,2008
321135,321131,2008
321135,411230,2008
321135,411231,2008
321135,321183,2008
321135,321131,2008
321135,411235,2008
321135,411231,2008
321135,321183,2008
321135,366151,2008
281681,281696,2008
281681,388888,2008
281681,321183,2008
281681,388888,2008
281681,321183,2008
281681,388885,2008
281681,388886,2008
281681,321131,2008
281681,411230,2008
281681,411231,2008
281681,321183,2008
281681,321131,2008
281681,411235,2008
281681,411231,2008
281681,321183,2008
281681,366151,2008
281696,388888,2008
281696,321183,2008
281696,388888,2008
281696,321183,2008
281696,388885,2008
281696,388886,2008
281696,321131,2008
281696,411230,2008
281696,411231,2008
281696,321183,2008
281696,321131,2008
281696,411235,2008
281696,411231,2008
281696,321183,2008
281696,366151,2008
388888,321183,2008
388888,388888,2008
388888,321183,2008
388888,388885,2008
388888,388886,2008
388888,321131,2008
388888,411230,2008
388888,411231,2008
388888,321183,2008
388888,321131,2008
388888,411235,2008
388888,411231,2008
388888,321183,2008
388888,366151,2008
321183,388888,2008
321183,321183,2008
321183,388885,2008
321183,388886,2008
321183,321131,2008
321183,411230,2008
321183,411231,2008
321183,321183,2008
321183,321131,2008
321183,411235,2008
321183,411231,2008
321183,321183,2008
321183,366151,2008
388888,321183,2008
388888,388885,2008
388888,388886,2008
388888,321131,2008
388888,411230,2008
388888,411231,2008
388888,321183,2008
388888,321131,2008
388888,411235,2008
388888,411231,2008
388888,321183,2008
388888,366151,2008
321183,388885,2008
321183,388886,2008
321183,321131,2008
321183,411230,2008
321183,411231,2008
321183,321183,2008
321183,321131,2008
321183,411235,2008
321183,411231,2008
321183,321183,2008
321183,366151,2008
388885,388886,2008
388885,321131,2008
388885,411230,2008
388885,411231,2008
388885,321183,2008
388885,321131,2008
388885,411235,2008
388885,411231,2008
388885,321183,2008
388885,366151,2008
388886,321131,2008
388886,411230,2008
388886,411231,2008
388886,321183,2008
388886,321131,2008
388886,411235,2008
388886,411231,2008
388886,321183,2008
388886,366151,2008
321131,411230,2008
321131,411231,2008
321131,321183,2008
321131,321131,2008
321131,411235,2008
321131,411231,2008
321131,321183,2008
321131,366151,2008
411230,411231,2008
411230,321183,2008
411230,321131,2008
411230,411235,2008
411230,411231,2008
411230,321183,2008
411230,366151,2008
411231,321183,2008
411231,321131,2008
411231,411235,2008
411231,411231,2008
411231,321183,2008
411231,366151,2008
321183,321131,2008
321183,411235,2008
321183,411231,2008
321183,321183,2008
321183,366151,2008
321131,411235,2008
321131,411231,2008
321131,321183,2008
321131,366151,2008
411235,411231,2008
411235,321183,2008
411235,366151,2008
411231,321183,2008
411231,366151,2008
321183,366151,2008
12312,58347,1998
12312,43394,1998
12312,72752,1998
12312,6674,1998
12312,323,1998
12312,43394,1998
12312,43395,1998
12312,43396,1998
12312,43397,1998
12312,43398,1998
12312,43401,1998
12312,43399,1998
12312,43400,1998
12312,43402,1998
12312,43403,1998
12312,43404,1998
12312,28903,1998
12312,43405,1998
12312,12709,1998
58347,43394,1998
58347,72752,1998
58347,6674,1998
58347,323,1998
58347,43394,1998
58347,43395,1998
58347,43396,1998
58347,43397,1998
58347,43398,1998
58347,43401,1998
58347,43399,1998
58347,43400,1998
58347,43402,1998
58347,43403,1998
58347,43404,1998
58347,28903,1998
58347,43405,1998
58347,12709,1998
43394,72752,1998
43394,6674,1998
43394,323,1998
43394,43394,1998
43394,43395,1998
43394,43396,1998
43394,43397,1998
43394,43398,1998
43394,43401,1998
43394,43399,1998
43394,43400,1998
43394,43402,1998
43394,43403,1998
43394,43404,1998
43394,28903,1998
43394,43405,1998
43394,12709,1998
72752,6674,1998
72752,323,1998
72752,43394,1998
72752,43395,1998
72752,43396,1998
72752,43397,1998
72752,43398,1998
72752,43401,1998
72752,43399,1998
72752,43400,1998
72752,43402,1998
72752,43403,1998
72752,43404,1998
72752,28903,1998
72752,43405,1998
72752,12709,1998
6674,323,1998
6674,43394,1998
6674,43395,1998
6674,43396,1998
6674,43397,1998
6674,43398,1998
6674,43401,1998
6674,43399,1998
6674,43400,1998
6674,43402,1998
6674,43403,1998
6674,43404,1998
6674,28903,1998
6674,43405,1998
6674,12709,1998
323,43394,1998
323,43395,1998
323,43396,1998
323,43397,1998
323,43398,1998
323,43401,1998
323,43399,1998
323,43400,1998
323,43402,1998
323,43403,1998
323,43404,1998
323,28903,1998
323,43405,1998
323,12709,1998
43394,43395,1998
43394,43396,1998
43394,43397,1998
43394,43398,1998
43394,43401,1998
43394,43399,1998
43394,43400,1998
43394,43402,1998
43394,43403,1998
43394,43404,1998
43394,28903,1998
43394,43405,1998
43394,12709,1998
43395,43396,1998
43395,43397,1998
43395,43398,1998
43395,43401,1998
43395,43399,1998
43395,43400,1998
43395,43402,1998
43395,43403,1998
43395,43404,1998
43395,28903,1998
43395,43405,1998
43395,12709,1998
43396,43397,1998
43396,43398,1998
43396,43401,1998
43396,43399,1998
43396,43400,1998
43396,43402,1998
43396,43403,1998
43396,43404,1998
43396,28903,1998
43396,43405,1998
43396,12709,1998
43397,43398,1998
43397,43401,1998
43397,43399,1998
43397,43400,1998
43397,43402,1998
43397,43403,1998
43397,43404,1998
43397,28903,1998
43397,43405,1998
43397,12709,1998
43398,43401,1998
43398,43399,1998
43398,43400,1998
43398,43402,1998
43398,43403,1998
43398,43404,1998
43398,28903,1998
43398,43405,1998
43398,12709,1998
43401,43399,1998
43401,43400,1998
43401,43402,1998
43401,43403,1998
43401,43404,1998
43401,28903,1998
43401,43405,1998
43401,12709,1998
43399,43400,1998
43399,43402,1998
43399,43403,1998
43399,43404,1998
43399,28903,1998
43399,43405,1998
43399,12709,1998
43400,43402,1998
43400,43403,1998
43400,43404,1998
43400,28903,1998
43400,43405,1998
43400,12709,1998
43402,43403,1998
43402,43404,1998
43402,28903,1998
43402,43405,1998
43402,12709,1998
43403,43404,1998
43403,28903,1998
43403,43405,1998
43403,12709,1998
43404,28903,1998
43404,43405,1998
43404,12709,1998
28903,43405,1998
28903,12709,1998
43405,12709,1998
258634,281612,2006
258634,258635,2006
258634,281615,2006
258634,281618,2006
258634,369407,2006
258634,258634,2006
258634,369407,2006
258634,258634,2006
258634,368060,2006
258634,322903,2006
258634,258886,2006
258634,283018,2006
281612,258635,2006
281612,281615,2006
281612,281618,2006
281612,369407,2006
281612,258634,2006
281612,369407,2006
281612,258634,2006
281612,368060,2006
281612,322903,2006
281612,258886,2006
281612,283018,2006
258635,281615,2006
258635,281618,2006
258635,369407,2006
258635,258634,2006
258635,369407,2006
258635,258634,2006
258635,368060,2006
258635,322903,2006
258635,258886,2006
258635,283018,2006
281615,281618,2006
281615,369407,2006
281615,258634,2006
281615,369407,2006
281615,258634,2006
281615,368060,2006
281615,322903,2006
281615,258886,2006
281615,283018,2006
281618,369407,2006
281618,258634,2006
281618,369407,2006
281618,258634,2006
281618,368060,2006
281618,322903,2006
281618,258886,2006
281618,283018,2006
369407,258634,2006
369407,369407,2006
369407,258634,2006
369407,368060,2006
369407,322903,2006
369407,258886,2006
369407,283018,2006
258634,369407,2006
258634,258634,2006
258634,368060,2006
258634,322903,2006
258634,258886,2006
258634,283018,2006
369407,258634,2006
369407,368060,2006
369407,322903,2006
369407,258886,2006
369407,283018,2006
258634,368060,2006
258634,322903,2006
258634,258886,2006
258634,283018,2006
368060,322903,2006
368060,258886,2006
368060,283018,2006
322903,258886,2006
322903,283018,2006
258886,283018,2006
1083,1084,1986
52461,47438,1983
52461,642395,1983
47438,642395,1983
158081,158081,2001
158081,158082,2001
158081,158083,2001
158081,158084,2001
158081,52110,2001
158081,52110,2001
158081,158082,2001
158081,158083,2001
158081,158084,2001
158081,52110,2001
158081,52110,2001
158082,158083,2001
158082,158084,2001
158082,52110,2001
158082,52110,2001
158083,158084,2001
158083,52110,2001
158083,52110,2001
158084,52110,2001
158084,52110,2001
52110,52110,2001
2913,119,1995
2913,119,1995
2913,165,1995
2913,14326,1995
2913,2918,1995
2913,2918,1995
2913,2918,1995
2913,24250,1995
2913,24250,1995
119,119,1995
119,165,1995
119,14326,1995
119,2918,1995
119,2918,1995
119,2918,1995
119,24250,1995
119,24250,1995
119,165,1995
119,14326,1995
119,2918,1995
119,2918,1995
119,2918,1995
119,24250,1995
119,24250,1995
165,14326,1995
165,2918,1995
165,2918,1995
165,2918,1995
165,24250,1995
165,24250,1995
14326,2918,1995
14326,2918,1995
14326,2918,1995
14326,24250,1995
14326,24250,1995
2918,2918,1995
2918,2918,1995
2918,24250,1995
2918,24250,1995
2918,2918,1995
2918,24250,1995
2918,24250,1995
2918,24250,1995
2918,24250,1995
24250,24250,1995
445277,445278,2008
445277,445279,2008
445277,445280,2008
445277,445281,2008
445277,445282,2008
445277,445283,2008
445277,445284,2008
445277,445285,2008
445277,445286,2008
445277,445287,2008
445277,445288,2008
445277,445289,2008
445277,445290,2008
445277,445291,2008
445277,445292,2008
445278,445279,2008
445278,445280,2008
445278,445281,2008
445278,445282,2008
445278,445283,2008
445278,445284,2008
445278,445285,2008
445278,445286,2008
445278,445287,2008
445278,445288,2008
445278,445289,2008
445278,445290,2008
445278,445291,2008
445278,445292,2008
445279,445280,2008
445279,445281,2008
445279,445282,2008
445279,445283,2008
445279,445284,2008
445279,445285,2008
445279,445286,2008
445279,445287,2008
445279,445288,2008
445279,445289,2008
445279,445290,2008
445279,445291,2008
445279,445292,2008
445280,445281,2008
445280,445282,2008
445280,445283,2008
445280,445284,2008
445280,445285,2008
445280,445286,2008
445280,445287,2008
445280,445288,2008
445280,445289,2008
445280,445290,2008
445280,445291,2008
445280,445292,2008
445281,445282,2008
445281,445283,2008
445281,445284,2008
445281,445285,2008
445281,445286,2008
445281,445287,2008
445281,445288,2008
445281,445289,2008
445281,445290,2008
445281,445291,2008
445281,445292,2008
445282,445283,2008
445282,445284,2008
445282,445285,2008
445282,445286,2008
445282,445287,2008
445282,445288,2008
445282,445289,2008
445282,445290,2008
445282,445291,2008
445282,445292,2008
445283,445284,2008
445283,445285,2008
445283,445286,2008
445283,445287,2008
445283,445288,2008
445283,445289,2008
445283,445290,2008
445283,445291,2008
445283,445292,2008
445284,445285,2008
445284,445286,2008
445284,445287,2008
445284,445288,2008
445284,445289,2008
445284,445290,2008
445284,445291,2008
445284,445292,2008
445285,445286,2008
445285,445287,2008
445285,445288,2008
445285,445289,2008
445285,445290,2008
445285,445291,2008
445285,445292,2008
445286,445287,2008
445286,445288,2008
445286,445289,2008
445286,445290,2008
445286,445291,2008
445286,445292,2008
445287,445288,2008
445287,445289,2008
445287,445290,2008
445287,445291,2008
445287,445292,2008
445288,445289,2008
445288,445290,2008
445288,445291,2008
445288,445292,2008
445289,445290,2008
445289,445291,2008
445289,445292,2008
445290,445291,2008
445290,445292,2008
445291,445292,2008
61506,61506,2005
61506,61506,2006
61506,61506,2006
302868,302868,2005
13205,13208,1999
13205,19017,1999
13205,31818,1999
13205,10203,1999
13205,22444,1999
13205,19813,1999
13205,13204,1999
13205,13212,1999
13205,10203,1999
13205,22444,1999
13205,22676,1999
13205,22679,1999
13205,44674,1999
13205,22678,1999
13205,22676,1999
13205,16483,1999
13205,13201,1999
13205,13205,1999
13205,13201,1999
13205,19017,1999
13205,22444,1999
13205,430350,1999
13205,49941,1999
13205,28902,1999
13208,19017,1999
13208,31818,1999
13208,10203,1999
13208,22444,1999
13208,19813,1999
13208,13204,1999
13208,13212,1999
13208,10203,1999
13208,22444,1999
13208,22676,1999
13208,22679,1999
13208,44674,1999
13208,22678,1999
13208,22676,1999
13208,16483,1999
13208,13201,1999
13208,13205,1999
13208,13201,1999
13208,19017,1999
13208,22444,1999
13208,430350,1999
13208,49941,1999
13208,28902,1999
19017,31818,1999
19017,10203,1999
19017,22444,1999
19017,19813,1999
19017,13204,1999
19017,13212,1999
19017,10203,1999
19017,22444,1999
19017,22676,1999
19017,22679,1999
19017,44674,1999
19017,22678,1999
19017,22676,1999
19017,16483,1999
19017,13201,1999
19017,13205,1999
19017,13201,1999
19017,19017,1999
19017,22444,1999
19017,430350,1999
19017,49941,1999
19017,28902,1999
31818,10203,1999
31818,22444,1999
31818,19813,1999
31818,13204,1999
31818,13212,1999
31818,10203,1999
31818,22444,1999
31818,22676,1999
31818,22679,1999
31818,44674,1999
31818,22678,1999
31818,22676,1999
31818,16483,1999
31818,13201,1999
31818,13205,1999
31818,13201,1999
31818,19017,1999
31818,22444,1999
31818,430350,1999
31818,49941,1999
31818,28902,1999
10203,22444,1999
10203,19813,1999
10203,13204,1999
10203,13212,1999
10203,10203,1999
10203,22444,1999
10203,22676,1999
10203,22679,1999
10203,44674,1999
10203,22678,1999
10203,22676,1999
10203,16483,1999
10203,13201,1999
10203,13205,1999
10203,13201,1999
10203,19017,1999
10203,22444,1999
10203,430350,1999
10203,49941,1999
10203,28902,1999
22444,19813,1999
22444,13204,1999
22444,13212,1999
22444,10203,1999
22444,22444,1999
22444,22676,1999
22444,22679,1999
22444,44674,1999
22444,22678,1999
22444,22676,1999
22444,16483,1999
22444,13201,1999
22444,13205,1999
22444,13201,1999
22444,19017,1999
22444,22444,1999
22444,430350,1999
22444,49941,1999
22444,28902,1999
19813,13204,1999
19813,13212,1999
19813,10203,1999
19813,22444,1999
19813,22676,1999
19813,22679,1999
19813,44674,1999
19813,22678,1999
19813,22676,1999
19813,16483,1999
19813,13201,1999
19813,13205,1999
19813,13201,1999
19813,19017,1999
19813,22444,1999
19813,430350,1999
19813,49941,1999
19813,28902,1999
13204,13212,1999
13204,10203,1999
13204,22444,1999
13204,22676,1999
13204,22679,1999
13204,44674,1999
13204,22678,1999
13204,22676,1999
13204,16483,1999
13204,13201,1999
13204,13205,1999
13204,13201,1999
13204,19017,1999
13204,22444,1999
13204,430350,1999
13204,49941,1999
13204,28902,1999
13212,10203,1999
13212,22444,1999
13212,22676,1999
13212,22679,1999
13212,44674,1999
13212,22678,1999
13212,22676,1999
13212,16483,1999
13212,13201,1999
13212,13205,1999
13212,13201,1999
13212,19017,1999
13212,22444,1999
13212,430350,1999
13212,49941,1999
13212,28902,1999
10203,22444,1999
10203,22676,1999
10203,22679,1999
10203,44674,1999
10203,22678,1999
10203,22676,1999
10203,16483,1999
10203,13201,1999
10203,13205,1999
10203,13201,1999
10203,19017,1999
10203,22444,1999
10203,430350,1999
10203,49941,1999
10203,28902,1999
22444,22676,1999
22444,22679,1999
22444,44674,1999
22444,22678,1999
22444,22676,1999
22444,16483,1999
22444,13201,1999
22444,13205,1999
22444,13201,1999
22444,19017,1999
22444,22444,1999
22444,430350,1999
22444,49941,1999
22444,28902,1999
22676,22679,1999
22676,44674,1999
22676,22678,1999
22676,22676,1999
22676,16483,1999
22676,13201,1999
22676,13205,1999
22676,13201,1999
22676,19017,1999
22676,22444,1999
22676,430350,1999
22676,49941,1999
22676,28902,1999
22679,44674,1999
22679,22678,1999
22679,22676,1999
22679,16483,1999
22679,13201,1999
22679,13205,1999
22679,13201,1999
22679,19017,1999
22679,22444,1999
22679,430350,1999
22679,49941,1999
22679,28902,1999
44674,22678,1999
44674,22676,1999
44674,16483,1999
44674,13201,1999
44674,13205,1999
44674,13201,1999
44674,19017,1999
44674,22444,1999
44674,430350,1999
44674,49941,1999
44674,28902,1999
22678,22676,1999
22678,16483,1999
22678,13201,1999
22678,13205,1999
22678,13201,1999
22678,19017,1999
22678,22444,1999
22678,430350,1999
22678,49941,1999
22678,28902,1999
22676,16483,1999
22676,13201,1999
22676,13205,1999
22676,13201,1999
22676,19017,1999
22676,22444,1999
22676,430350,1999
22676,49941,1999
22676,28902,1999
16483,13201,1999
16483,13205,1999
16483,13201,1999
16483,19017,1999
16483,22444,1999
16483,430350,1999
16483,49941,1999
16483,28902,1999
13201,13205,1999
13201,13201,1999
13201,19017,1999
13201,22444,1999
13201,430350,1999
13201,49941,1999
13201,28902,1999
13205,13201,1999
13205,19017,1999
13205,22444,1999
13205,430350,1999
13205,49941,1999
13205,28902,1999
13201,19017,1999
13201,22444,1999
13201,430350,1999
13201,49941,1999
13201,28902,1999
19017,22444,1999
19017,430350,1999
19017,49941,1999
19017,28902,1999
22444,430350,1999
22444,49941,1999
22444,28902,1999
430350,49941,1999
430350,28902,1999
49941,28902,1999
575361,575362,2002
302528,302528,2009
302528,302528,2009
302528,302528,2009
302528,396339,2009
302528,302528,2009
302528,302528,2009
302528,396339,2009
302528,302528,2009
302528,396339,2009
302528,396339,2009
395878,8089,1984
395878,395879,1984
395878,395879,1984
8089,395879,1984
8089,395879,1984
395879,395879,1984
397097,397097,2013
397097,397096,2013
397097,632884,2013
397097,632885,2013
397097,397096,2013
397097,632884,2013
397097,632885,2013
397096,632884,2013
397096,632885,2013
632884,632885,2013
23173,23172,2002
23173,113131,2002
23173,113132,2002
23173,113133,2002
23173,23174,2002
23173,113134,2002
23173,132458,2002
23173,35264,2002
23173,132459,2002
23173,113135,2002
23173,113136,2002
23173,167469,2002
23173,113137,2002
23173,212137,2002
23173,35291,2002
23173,35274,2002
23173,35266,2002
23173,35268,2002
23173,45727,2002
23173,113139,2002
23173,113140,2002
23173,113141,2002
23173,113142,2002
23173,113143,2002
23172,113131,2002
23172,113132,2002
23172,113133,2002
23172,23174,2002
23172,113134,2002
23172,132458,2002
23172,35264,2002
23172,132459,2002
23172,113135,2002
23172,113136,2002
23172,167469,2002
23172,113137,2002
23172,212137,2002
23172,35291,2002
23172,35274,2002
23172,35266,2002
23172,35268,2002
23172,45727,2002
23172,113139,2002
23172,113140,2002
23172,113141,2002
23172,113142,2002
23172,113143,2002
113131,113132,2002
113131,113133,2002
113131,23174,2002
113131,113134,2002
113131,132458,2002
113131,35264,2002
113131,132459,2002
113131,113135,2002
113131,113136,2002
113131,167469,2002
113131,113137,2002
113131,212137,2002
113131,35291,2002
113131,35274,2002
113131,35266,2002
113131,35268,2002
113131,45727,2002
113131,113139,2002
113131,113140,2002
113131,113141,2002
113131,113142,2002
113131,113143,2002
113132,113133,2002
113132,23174,2002
113132,113134,2002
113132,132458,2002
113132,35264,2002
113132,132459,2002
113132,113135,2002
113132,113136,2002
113132,167469,2002
113132,113137,2002
113132,212137,2002
113132,35291,2002
113132,35274,2002
113132,35266,2002
113132,35268,2002
113132,45727,2002
113132,113139,2002
113132,113140,2002
113132,113141,2002
113132,113142,2002
113132,113143,2002
113133,23174,2002
113133,113134,2002
113133,132458,2002
113133,35264,2002
113133,132459,2002
113133,113135,2002
113133,113136,2002
113133,167469,2002
113133,113137,2002
113133,212137,2002
113133,35291,2002
113133,35274,2002
113133,35266,2002
113133,35268,2002
113133,45727,2002
113133,113139,2002
113133,113140,2002
113133,113141,2002
113133,113142,2002
113133,113143,2002
23174,113134,2002
23174,132458,2002
23174,35264,2002
23174,132459,2002
23174,113135,2002
23174,113136,2002
23174,167469,2002
23174,113137,2002
23174,212137,2002
23174,35291,2002
23174,35274,2002
23174,35266,2002
23174,35268,2002
23174,45727,2002
23174,113139,2002
23174,113140,2002
23174,113141,2002
23174,113142,2002
23174,113143,2002
113134,132458,2002
113134,35264,2002
113134,132459,2002
113134,113135,2002
113134,113136,2002
113134,167469,2002
113134,113137,2002
113134,212137,2002
113134,35291,2002
113134,35274,2002
113134,35266,2002
113134,35268,2002
113134,45727,2002
113134,113139,2002
113134,113140,2002
113134,113141,2002
113134,113142,2002
113134,113143,2002
132458,35264,2002
132458,132459,2002
132458,113135,2002
132458,113136,2002
132458,167469,2002
132458,113137,2002
132458,212137,2002
132458,35291,2002
132458,35274,2002
132458,35266,2002
132458,35268,2002
132458,45727,2002
132458,113139,2002
132458,113140,2002
132458,113141,2002
132458,113142,2002
132458,113143,2002
35264,132459,2002
35264,113135,2002
35264,113136,2002
35264,167469,2002
35264,113137,2002
35264,212137,2002
35264,35291,2002
35264,35274,2002
35264,35266,2002
35264,35268,2002
35264,45727,2002
35264,113139,2002
35264,113140,2002
35264,113141,2002
35264,113142,2002
35264,113143,2002
132459,113135,2002
132459,113136,2002
132459,167469,2002
132459,113137,2002
132459,212137,2002
132459,35291,2002
132459,35274,2002
132459,35266,2002
132459,35268,2002
132459,45727,2002
132459,113139,2002
132459,113140,2002
132459,113141,2002
132459,113142,2002
132459,113143,2002
113135,113136,2002
113135,167469,2002
113135,113137,2002
113135,212137,2002
113135,35291,2002
113135,35274,2002
113135,35266,2002
113135,35268,2002
113135,45727,2002
113135,113139,2002
113135,113140,2002
113135,113141,2002
113135,113142,2002
113135,113143,2002
113136,167469,2002
113136,113137,2002
113136,212137,2002
113136,35291,2002
113136,35274,2002
113136,35266,2002
113136,35268,2002
113136,45727,2002
113136,113139,2002
113136,113140,2002
113136,113141,2002
113136,113142,2002
113136,113143,2002
167469,113137,2002
167469,212137,2002
167469,35291,2002
167469,35274,2002
167469,35266,2002
167469,35268,2002
167469,45727,2002
167469,113139,2002
167469,113140,2002
167469,113141,2002
167469,113142,2002
167469,113143,2002
113137,212137,2002
113137,35291,2002
113137,35274,2002
113137,35266,2002
113137,35268,2002
113137,45727,2002
113137,113139,2002
113137,113140,2002
113137,113141,2002
113137,113142,2002
113137,113143,2002
212137,35291,2002
212137,35274,2002
212137,35266,2002
212137,35268,2002
212137,45727,2002
212137,113139,2002
212137,113140,2002
212137,113141,2002
212137,113142,2002
212137,113143,2002
35291,35274,2002
35291,35266,2002
35291,35268,2002
35291,45727,2002
35291,113139,2002
35291,113140,2002
35291,113141,2002
35291,113142,2002
35291,113143,2002
35274,35266,2002
35274,35268,2002
35274,45727,2002
35274,113139,2002
35274,113140,2002
35274,113141,2002
35274,113142,2002
35274,113143,2002
35266,35268,2002
35266,45727,2002
35266,113139,2002
35266,113140,2002
35266,113141,2002
35266,113142,2002
35266,113143,2002
35268,45727,2002
35268,113139,2002
35268,113140,2002
35268,113141,2002
35268,113142,2002
35268,113143,2002
45727,113139,2002
45727,113140,2002
45727,113141,2002
45727,113142,2002
45727,113143,2002
113139,113140,2002
113139,113141,2002
113139,113142,2002
113139,113143,2002
113140,113141,2002
113140,113142,2002
113140,113143,2002
113141,113142,2002
113141,113143,2002
113142,113143,2002
23173,23172,2004
23173,113132,2004
23173,23182,2004
23173,113133,2004
23173,23174,2004
23173,35264,2004
23173,132458,2004
23173,639193,2004
23173,132458,2004
23173,639193,2004
23173,639194,2004
23173,113135,2004
23173,113136,2004
23173,639195,2004
23173,639196,2004
23173,639197,2004
23173,639198,2004
23173,516057,2004
23173,153872,2004
23173,35268,2004
23173,153841,2004
23173,241911,2004
23172,113132,2004
23172,23182,2004
23172,113133,2004
23172,23174,2004
23172,35264,2004
23172,132458,2004
23172,639193,2004
23172,132458,2004
23172,639193,2004
23172,639194,2004
23172,113135,2004
23172,113136,2004
23172,639195,2004
23172,639196,2004
23172,639197,2004
23172,639198,2004
23172,516057,2004
23172,153872,2004
23172,35268,2004
23172,153841,2004
23172,241911,2004
113132,23182,2004
113132,113133,2004
113132,23174,2004
113132,35264,2004
113132,132458,2004
113132,639193,2004
113132,132458,2004
113132,639193,2004
113132,639194,2004
113132,113135,2004
113132,113136,2004
113132,639195,2004
113132,639196,2004
113132,639197,2004
113132,639198,2004
113132,516057,2004
113132,153872,2004
113132,35268,2004
113132,153841,2004
113132,241911,2004
23182,113133,2004
23182,23174,2004
23182,35264,2004
23182,132458,2004
23182,639193,2004
23182,132458,2004
23182,639193,2004
23182,639194,2004
23182,113135,2004
23182,113136,2004
23182,639195,2004
23182,639196,2004
23182,639197,2004
23182,639198,2004
23182,516057,2004
23182,153872,2004
23182,35268,2004
23182,153841,2004
23182,241911,2004
113133,23174,2004
113133,35264,2004
113133,132458,2004
113133,639193,2004
113133,132458,2004
113133,639193,2004
113133,639194,2004
113133,113135,2004
113133,113136,2004
113133,639195,2004
113133,639196,2004
113133,639197,2004
113133,639198,2004
113133,516057,2004
113133,153872,2004
113133,35268,2004
